action,proto,src_ip,src_port,dest_ip,dest_port,family,behavior,description,sign_source,author,threat_judge,attack_phase,apt_org,extract_date,attack_direction,remarks,cve_number,threat_level,threat_type,id,refer,payload,classtype,sid,rev,metadata
alert,tcp,any,any,None,<>,Trojan/Win32.togapy,['AccessC2'],上线,ArtificialExtraction,DENGCONG,Threat,,,20171225,{'Obj': 'Attacker'; 'Source': 'Victim'},上线,,HighRisk,['DDoS'; 'RAT'],10017193,[],None,classtype:DDoS;,id:10017193;,rev:1;,
alert,tcp,any,any,None,<>,Trojan/Win32.togapy,['AccessC2'],Trojan/Win32.togapy,ArtificialExtraction,DENGCONG,Threat,,,20171225,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['DDoS'; 'RAT'],10017195,[],None,classtype:DDoS;,id:10017195;,rev:1;,
alert,tcp,any,any,None,<>,Unknown,['WebApplicationAttack'],CVE-2016-0785,ArtificialExtraction,CHENGJIERUI,Threat,Invasion,,20171221,{'Obj': 'Victim'; 'Source': 'Attacker'},,CVE-2016-0785,HighRisk,['Exploits'],130017209,[],None,classtype:Exploits;,id:130017209;,rev:1;,
alert,tcp,any,any,None,<>,Unknown,['WebApplicationAttack'],CVE-2016-3081,ArtificialExtraction,YANGSAI,Threat,,,20171225,{'Obj': 'Victim'; 'Source': 'Attacker'},,CVE-2016-3081,HighRisk,['Exploits'],130017211,[],None,classtype:Exploits;,id:130017211;,rev:1;,
alert,tcp,any,any,None,<>,Unknown,['WebApplicationAttack'],CVE-2016-3081,ArtificialExtraction,YANGSAI,Threat,,,20171225,{'Obj': 'Victim'; 'Source': 'Attacker'},,CVE-2016-3081,HighRisk,['Exploits'],130017213,[],None,classtype:Exploits;,id:130017213;,rev:1;,
alert,tcp,any,any,None,<>,Unknown,['WebApplicationAttack'],CVE-2016-4438,ArtificialExtraction,YANGSAI,Threat,,,20171225,{'Obj': 'Victim'; 'Source': 'Attacker'},,CVE-2016-4438,HighRisk,['Exploits'],130017215,[],None,classtype:Exploits;,id:130017215;,rev:1;,
alert,tcp,any,any,None,<>,Unknown,['WebApplicationAttack'],CVE-2016-4438,ArtificialExtraction,YANGSAI,Threat,,,20171225,{'Obj': 'Victim'; 'Source': 'Attacker'},,CVE-2016-4438,HighRisk,['Exploits'],130017217,[],None,classtype:Exploits;,id:130017217;,rev:1;,
alert,http,any,any,any,any,Unknown,['WebApplicationAttack'],Vulnerabilities id used by hackers:CVE-2017-5638,ArtificialExtraction,CHENGJIERUI,Threat,,,20180528,{'Obj': 'Victim'; 'Source': 'Attacker'},,CVE-2017-5638,HighRisk,['Exploits'],130017227,[],None,classtype:Exploits;,id:130017227;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT]/Win32.Farfli.Hex,['TrojanCommand'],Trojan[RAT]/Win32.Farfli.Hex,ArtificialExtraction,HUANGYUNYU,Threat,,,20180118,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017237,['4eae823ccea27245a7a3bf2315dba939'],None,classtype:RAT;,id:40017237;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT]/Win32.Farfli.Hex,['TrojanCommand'],Trojan[RAT]/Win32.Farfli.Hex,ArtificialExtraction,HUANGYUNYU,Threat,,,20180117,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017239,['4eae823ccea27245a7a3bf2315dba939'],None,classtype:RAT;,id:40017239;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT]/Win32.Farfli.Hex,['TrojanCommand'],Trojan[RAT]/Win32.Farfli.Hex,ArtificialExtraction,HUANGYUNYU,Threat,,,20180328,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017241,['4eae823ccea27245a7a3bf2315dba939'],None,classtype:RAT;,id:40017241;,rev:1;,
alert,tcp,any,any,None,<>,Trojan.RAT.Win32.Gh0st.A,['TrojanCommand'],Trojan.RAT.Win32.Gh0st.A,ArtificialExtraction,HUANGYUNYU,Threat,,,20180411,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017243,['931cd68e4415a3adb1afb31d6676de08'],None,classtype:RAT;,id:40017243;,rev:1;,
alert,tcp,any,any,None,<>,Trojan.RAT.Win32.Gh0st.A,['TrojanCommand'],Trojan.RAT.Win32.Gh0st.A,ArtificialExtraction,HUANGYUNYU,Threat,,,20180411,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017245,['931cd68e4415a3adb1afb31d6676de08'],None,classtype:RAT;,id:40017245;,rev:1;,
alert,tcp,any,any,None,<>,Trojan.RAT.Win32.Gh0st.A,['TrojanCommand'],Trojan.RAT.Win32.Gh0st.A,ArtificialExtraction,HUANGYUNYU,Threat,,,20180411,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017247,['931cd68e4415a3adb1afb31d6676de08'],None,classtype:RAT;,id:40017247;,rev:1;,
alert,tcp,any,any,None,<>,Trojan.RAT.Win32.Zusy.Inject,['TrojanCommand'],Trojan.RAT.Win32.Zusy.Inject,ArtificialExtraction,HUANGYUNYU,Threat,,,20180413,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017249,['22bb82edbde1ab3bb11d3f258373d06c'],None,classtype:RAT;,id:40017249;,rev:1;,
alert,tcp,any,any,None,<>,Trojan.APT.Win32.APT32,['TrojanCommand'],Trojan.APT.Win32.APT32,ArtificialExtraction,HUANGYUNYU,Threat,,,20180418,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'; 'APT'],40017251,['72bebba3542bd86dc68a36fda5dbae76'],None,classtype:RAT;,id:40017251;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.B,['AccessC2'],Trojan[RAT].Win32.Farfli.B,ArtificialExtraction,HUANGYUNYU,Threat,,,20180717,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017255,['2518703394733d8c18b3c28287cfe6b6'],None,classtype:RAT;,id:40017255;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.B,['AccessC2'],Trojan[RAT].Win32.Farfli.B,ArtificialExtraction,HUANGYUNYU,Threat,,,20180717,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017257,['2518703394733d8c18b3c28287cfe6b6'],None,classtype:RAT;,id:40017257;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.B,['AccessC2'],Trojan[RAT].Win32.Farfli.B,ArtificialExtraction,HUANGYUNYU,Threat,,,20180717,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017259,['2518703394733d8c18b3c28287cfe6b6'],None,classtype:RAT;,id:40017259;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.C,['AccessC2'],Trojan[RAT].Win32.Farfli.C,ArtificialExtraction,HUANGYUNYU,Threat,,,20180717,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017261,['2f1d1c5ca24bec6bfdb7f4bc66d7d3be'],None,classtype:RAT;,id:40017261;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.C,['AccessC2'],Trojan[RAT].Win32.Farfli.C,ArtificialExtraction,HUANGYUNYU,Threat,,,20180717,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017263,['2f1d1c5ca24bec6bfdb7f4bc66d7d3be'],None,classtype:RAT;,id:40017263;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.C,['AccessC2'],Trojan[RAT].Win32.Farfli.C,ArtificialExtraction,HUANGYUNYU,Threat,,,20180717,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017265,['04c18c09284ee8c59439f4395eeca5b9'],None,classtype:RAT;,id:40017265;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.D,['AccessC2'],Trojan[RAT].Win32.Farfli.D,ArtificialExtraction,HUANGYUNYU,Threat,,,20180718,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017269,['3c4e199f228d80ae631636fa5519aa6a'],None,classtype:RAT;,id:40017269;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.D,['AccessC2'],Trojan[RAT].Win32.Farfli.D,ArtificialExtraction,HUANGYUNYU,Threat,,,20180718,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017271,['3c4e199f228d80ae631636fa5519aa6a'],None,classtype:RAT;,id:40017271;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.E,['AccessC2'],Trojan[RAT].Win32.Farfli.E,ArtificialExtraction,HUANGYUNYU,Threat,,,20180718,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017273,['ca4651fa2295f5cfb68d21edc5c464a5'],None,classtype:RAT;,id:40017273;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.E,['AccessC2'],Trojan[RAT].Win32.Farfli.E,ArtificialExtraction,HUANGYUNYU,Threat,,,20180718,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017275,['ca4651fa2295f5cfb68d21edc5c464a5'],None,classtype:RAT;,id:40017275;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.E,['AccessC2'],Trojan[RAT].Win32.Farfli.E,ArtificialExtraction,HUANGYUNYU,Threat,,,20180718,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017277,['8952161b7d82e9b087777b22861a8114'],None,classtype:RAT;,id:40017277;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.F,['AccessC2'],Trojan[RAT].Win32.Farfli.F,ArtificialExtraction,HUANGYUNYU,Threat,,,20180718,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017279,['37defc4098f06947e7837c6a897ab923'],None,classtype:RAT;,id:40017279;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.F,['AccessC2'],Trojan[RAT].Win32.Farfli.F,ArtificialExtraction,HUANGYUNYU,Threat,,,20180718,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017281,['37defc4098f06947e7837c6a897ab923'],None,classtype:RAT;,id:40017281;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.E,['AccessC2'],Trojan[RAT].Win32.Farfli.E,ArtificialExtraction,HUANGYUNYU,Threat,,,20180718,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017283,['8f5f0aa072570136e4d9b254df736f0e'],None,classtype:RAT;,id:40017283;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.J,['AccessC2'],Trojan[RAT].Win32.Farfli.J,ArtificialExtraction,HUANGYUNYU,Threat,,,20180718,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017285,['39867fa53674c8adadcf953ceaa94b82'],None,classtype:RAT;,id:40017285;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.J,['AccessC2'],Trojan[RAT].Win32.Farfli.J,ArtificialExtraction,HUANGYUNYU,Threat,,,20180718,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017287,['39867fa53674c8adadcf953ceaa94b82'],None,classtype:RAT;,id:40017287;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.jv,['AccessC2'],Trojan[RAT].Win32.Farfli.jv,ArtificialExtraction,HUANGYUNYU,Threat,,,20180718,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017289,['39867fa53674c8adadcf953ceaa94b82'],None,classtype:RAT;,id:40017289;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.jv,['AccessC2'],Trojan[RAT].Win32.Farfli.jv,ArtificialExtraction,HUANGYUNYU,Threat,,,20180718,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017291,['39867fa53674c8adadcf953ceaa94b82'],None,classtype:RAT;,id:40017291;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.H,['AccessC2'],Trojan[RAT].Win32.Farfli.H,ArtificialExtraction,HUANGYUNYU,Threat,,,20180723,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017295,['1b6162b57ce71f11af379c17ce4763e9'],None,classtype:RAT;,id:40017295;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.H,['AccessC2'],Trojan[RAT].Win32.Farfli.H,ArtificialExtraction,HUANGYUNYU,Threat,,,20180723,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017297,['1b6162b57ce71f11af379c17ce4763e9'],None,classtype:RAT;,id:40017297;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.I,['AccessC2'],Trojan[RAT].Win32.Farfli.I,ArtificialExtraction,HUANGYUNYU,Threat,,,20180723,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017299,['1b6162b57ce71f11af379c17ce4763e9'],None,classtype:RAT;,id:40017299;,rev:1;,
alert,tcp,any,any,None,<>,Trojan[RAT].Win32.Farfli.I,['AccessC2'],Trojan[RAT].Win32.Farfli.I,ArtificialExtraction,HUANGYUNYU,Threat,,,20180723,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017301,['1b6162b57ce71f11af379c17ce4763e9'],None,classtype:RAT;,id:40017301;,rev:1;,
alert,tcp,any,any,None,<>,Trojan.APT.Linux.VPNFilter,['APTCommunicationBehavior'],Trojan.APT.Linux.VPNFilter,ArtificialExtraction,HUANGYUNYU,Threat,,,20180531,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['APT'],100017305,['B5DC976043DB9B42C9F6FA889205C68A'],None,classtype:APT;,id:100017305;,rev:1;,
alert,tcp,any,any,None,<>,Trojan.APT.Linux.VPNFilter,['APTCommunicationBehavior'],Trojan.APT.Linux.VPNFilter,ArtificialExtraction,HUANGYUNYU,Threat,,,20180531,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['APT'],100017307,['B5DC976043DB9B42C9F6FA889205C68A'],None,classtype:APT;,id:100017307;,rev:1;,
alert,tcp,any,any,None,<>,Trojan.APT.Linux.VPNFilter,['APTCommunicationBehavior'],Trojan.APT.Linux.VPNFilter,ArtificialExtraction,HUANGYUNYU,Threat,,,20180531,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['APT'],100017309,['B5DC976043DB9B42C9F6FA889205C68A'],None,classtype:APT;,id:100017309;,rev:1;,
alert,tcp,any,any,None,<>,Trojan.APT.Linux.VPNFilter,['APTCommunicationBehavior'],Trojan.APT.Linux.VPNFilter,ArtificialExtraction,HUANGYUNYU,Threat,,,20180531,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['APT'],100017311,['B5DC976043DB9B42C9F6FA889205C68A'],None,classtype:APT;,id:100017311;,rev:1;,
alert,tcp,any,any,any,80,Zusy,['Downloader'],MALWARE-CNC Win.Trojan.Zusy variant outbound connection,ArtificialExtraction,bala,Threat,Invasion,,20180724,{'Obj': 'Victim'; 'Source': 'Attacker'},MALWARE-CNC Win.Trojan.Zusy variant outbound connection,,HighRisk,['Exploits'],130017321,[],flow:to_server;established; content:"/workers.php?mac="; fast_pattern:only; http_uri; content:"&gpu="; http_uri; content:!"|0D 0A|User-Agent:"; http_header; content:!"|0D 0A|Accept"; http_header; ),classtype:Exploits;,id:130017321;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['TrojanCommand'],MALWARE-CNC Win.Trojan.MSIL variant outbound connection,ArtificialExtraction,bala,Threat,Invasion,,20180724,{'Obj': 'Victim'; 'Source': 'Attacker'},MALWARE-CNC Win.Trojan.MSIL variant outbound connection,,HighRisk,['RAT'],40017323,[],flow:to_server;established; content:"/srv2.php?param=1 HTTP/1.1|0D 0A|Host: "; fast_pattern:only; content:"Connection: Keep-Alive|0D 0A 0D 0A|"; content:!"User-Agent:"; http_header; ),classtype:RAT;,id:40017323;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['TrojanCommand'],MALWARE-CNC Win.Trojan.Injector variant outbound connection,ArtificialExtraction,bala,Threat,Invasion,,20180726,{'Obj': 'Victim'; 'Source': 'Attacker'},MALWARE-CNC Win.Trojan.Injector variant outbound connection,,HighRisk,['RAT'],40017327,[],flow:to_server;established; urilen:4; content:"/re/"; fast_pattern:only; http_uri; content:"User-Agent: Mozilla/5.0 (compatible|3B| MSIE 9.0|3B| Windows NT 6.1|3B| Trident/5.0)|0D 0A|Content-Type: application/x-www-form-urlencoded|0D 0A|Host: "; content:"|0D 0A|Connection: Close|0D 0A|Cache-Control: no-cache|0D 0A 0D 0A|"; distance:0; http_header; ),classtype:RAT;,id:40017327;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,http,any,any,any,any,Unknown,['WebApplicationAttack'],CVE-2018-12613,ArtificialExtraction,WQ,Suspicion,Intention,,20180711,{'Obj': 'Victim'; 'Source': 'Attacker'},,CVE-2018-12613,IntermediateRisk,['Exploits'],130017331,[],None,classtype:Exploits;,id:130017331;,rev:1;,
alert,tcp,any,80,any,any,Injector,['WebApplicationAttack'],Injector,ArtificialExtraction,bala,Threat,Control,,20180629,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017349,[],flow:to_client;established; file_data; content:"UPDATE|7C|"; depth:7; pcre:"/^UPDATE\|[0-9]\.[0-9]\.[0-9]\|[A-F0-9]{48}\|{3}$/"; ),classtype:RAT;,id:40017349;,rev:4;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Injector,['WebApplicationAttack'],Injector,ArtificialExtraction,bala,Threat,Control,,20180629,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017351,[],flow:to_server;established; content:"|0D 0A 0D 0A|&nome="; fast_pattern:only; http_client_body; content:"conteudo="; depth:9; http_client_body; ),classtype:RAT;,id:40017351;,rev:3;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,80,any,any,Dofoil,['AccessC2'],Dofoil,ArtificialExtraction,bala,Threat,Control,,20180629,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['Exploits'],130017355,[],flow:to_client;established; content:"|3B 20|filename=exe.exe|0D 0A|"; fast_pattern:only; http_header; ),classtype:Exploits;,id:130017355;,rev:5;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,1024:,Glupteba,['AccessC2'],Glupteba,ArtificialExtraction,bala,Threat,Invasion,,20180704,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017533,[],flow:to_server;established; content:"/stat?"; content:"uptime="; content:"&downlink="; distance:0; content:"&uplink="; distance:0; content:"&id="; distance:0; content:"&statpass=bpass"; distance:0; fast_pattern; content:"&version="; distance:0; content:"&features="; distance:0; content:"&guid="; distance:0; content:"&comment="; distance:0; content:"&p="; distance:0; content:"&s="; distance:0; ),classtype:RAT;,id:40017533;,rev:2;,metadata:policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Minerd,['Miner'],Minerd,ArtificialExtraction,bala,Threat,Control,,20180705,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017577,[],flow:to_server;established; urilen:>10; content:"/minerd.exe"; fast_pattern:only; http_uri; ),classtype:RAT;,id:40017577;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,[21;25;443;465;636;992;993;995;2484],None,[21;25;443;465;636;992;993;995;2484],Unknown,['VulnerabilityIntrusion'],Command,ArtificialExtraction,bala,Threat,Control,,20180705,{'Source': 'Unknown'; 'Obj': 'Unknown'},,,HighRisk,['Exploits'],130017589,[],flow:to_client;established; content:"|17 03 00|"; byte_jump:2;0;relative; content:"|18 03 00|"; within:3; fast_pattern; byte_test:2;>;128;0;relative;),classtype:Exploits;,id:130017589;,rev:3;,metadata:policy balanced-ips drop; policy security-ips drop; ruleset community; service ssl;
alert,tcp,any,any,any,80,Zeus,['AccessC2'],Zeus,ArtificialExtraction,bala,Threat,Control,,20180629,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017669,[],flow:to_server;established; urilen:1; content:"GET / HTTP/1.1|0D 0A|Accept: */*|0D 0A|Accept-Language:"; depth:45; content:"|0D 0A|Connection: Close|0D 0A 0D 0A|"; fast_pattern; content:"google.com|0D 0A|"; http_header; content:"|3B 20|MSIE|20|"; http_header; content:!"Accept-Encoding: "; http_header; ),classtype:RAT;,id:40017669;,rev:3;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
#alert,tcp,None,None,tcp,any,Unknown,['VulnerabilityIntrusion'],Command,ArtificialExtraction,WQ,Threat,Invasion,,20181115,{'Source': 'Attacker'; 'Obj': 'Victim'},LW-N605R 12.20.2.1486 - Remote Code Execution,CVE-2018-16752,HighRisk,['Exploits'],130017735,[],None,classtype:Exploits;,id:130017735;,rev:1;,
alert,tcp,any,any,any,any,Trojan[Backdoor]/Linux.BCMUPnP_Hunter,['TrojanCommand'],Trojan[Backdoor]/Linux.BCMUPnP_Hunter,ArtificialExtraction,lgz,Threat,Control,,20190308,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['Backdoor'],190017911,['9036120904827550bf4436a919d3e503'],None,classtype:Backdoor;,id:190017911;,rev:1;,
alert,tcp,any,any,any,any,Trojan[Backdoor]/Linux.BCMUPnP_Hunter,['TrojanCommand'],Trojan[Backdoor]/Linux.BCMUPnP_Hunter,ArtificialExtraction,lgz,Threat,Control,,20190308,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['Backdoor'],190017915,['9036120904827550bf4436a919d3e503'],None,classtype:Backdoor;,id:190017915;,rev:1;,
alert,tcp,any,any,any,any,Trojan[Backdoor]/Linux.VPN-Filter,['TrojanCommand'],Trojan[Backdoor]/Linux.VPN-Filter,ArtificialExtraction,lgz,Threat,Control,,20190308,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['Backdoor'],190017917,['45871bad3a9b4594fc3de39e4b5930ad'],None,classtype:Backdoor;,id:190017917;,rev:1;,
alert,tcp,any,any,any,any,Trojan[Backdoor]/Linux.VPN-Filter,['TrojanCommand'],Trojan[Backdoor]/Linux.VPN-Filter,ArtificialExtraction,lgz,Threat,Control,,20190308,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['Backdoor'],190017919,['45871bad3a9b4594fc3de39e4b5930ad'],None,classtype:Backdoor;,id:190017919;,rev:1;,
alert,tcp,any,any,any,any,Trojan[DDoS]/Linux.Gafgyt.a,['TrojanCommand'],OpenHeart,ArtificialExtraction,lgz,Threat,Control,,20190308,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['DDoS'],10017921,[],None,classtype:DDoS;,id:10017921;,rev:1;,
alert,tcp,any,any,any,any,Trojan[DDoS]/Linux.Gafgyt.a,['TrojanCommand'],Sure,ArtificialExtraction,lgz,Threat,Control,,20190308,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['DDoS'],10017923,[],None,classtype:DDoS;,id:10017923;,rev:1;,
alert,tcp,any,any,any,any,Trojan[DDoS]/Linux.Gafgyt.b,['OnlineBehavior'],OpenHeart,ArtificialExtraction,lgz,Threat,Control,,20190308,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['DDoS'],10017925,['02d32aad9c4cc515517aa713a896ea65'],None,classtype:DDoS;,id:10017925;,rev:1;,
alert,tcp,any,any,any,any,Trojan[DDoS]/Linux.Gafgyt.c,['OnlineBehavior'],OpenHeart,ArtificialExtraction,lgz,Threat,Control,,20190308,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['DDoS'],10017927,[],None,classtype:DDoS;,id:10017927;,rev:1;,
alert,tcp,any,any,any,any,Trojan[DDoS]/Linux.Gafgyt.c,['OnlineBehavior'],Sure,ArtificialExtraction,lgz,Threat,Control,,20190308,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['DDoS'],10017929,[],None,classtype:DDoS;,id:10017929;,rev:1;,
alert,tcp,any,any,any,any,Trojan[DDoS]/Linux.Gafgyt.d,['OnlineBehavior'],OpenHeart,ArtificialExtraction,lgz,Threat,Control,,20190308,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['DDoS'],10017931,['2e43fb1e1e1f7f0069f5e39bd29ff182'],None,classtype:DDoS;,id:10017931;,rev:1;,
